HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH5_38.hmm	312	KQP59_RS17445	559	2.8e-95	1	311	230	534	0.9935897435897436
GH3.hmm	216	KQP59_RS17450	734	1.2e-65	3	215	57	277	0.9814814814814815
GH177.hmm	347	KQP59_RS17485	442	1.5e-50	3	317	53	343	0.9048991354466859
GH177.hmm	347	KQP59_RS17495	448	1.1e-38	1	346	41	413	0.9942363112391931
GH3.hmm	216	KQP59_RS17560	772	8.8e-71	2	216	96	318	0.9907407407407407
GH144.hmm	404	KQP59_RS17565	455	1.5e-190	2	403	33	445	0.9925742574257426
GH127.hmm	524	KQP59_RS17690	688	1.1e-32	301	522	325	551	0.4217557251908397
GH125.hmm	402	KQP59_RS17705	473	2.6e-185	2	402	57	457	0.9950248756218906
GH92.hmm	491	KQP59_RS17710	764	2.9e-185	2	491	233	740	0.9959266802443992
GH76.hmm	358	KQP59_RS17725	421	8.1e-72	30	333	60	399	0.8463687150837989
GH76.hmm	358	KQP59_RS17740	430	3.5e-68	30	332	65	406	0.8435754189944135
GH43_3.hmm	299	KQP59_RS17765	311	6.9e-114	1	299	10	293	0.9966555183946488
GH43_26.hmm	294	KQP59_RS17775	371	8.8e-108	1	294	36	345	0.9965986394557823
GH115.hmm	697	KQP59_RS17780	983	6.9e-228	3	585	32	665	0.8350071736011477
GH76.hmm	358	KQP59_RS17890	493	1.9e-53	22	337	161	474	0.8798882681564246
GH43_26.hmm	294	KQP59_RS17970	367	1e-95	1	294	34	343	0.9965986394557823
GT28.hmm	157	KQP59_RS18060	373	1.3e-46	1	156	194	355	0.9872611464968153
GH36.hmm	688	KQP59_RS18250	730	1.4e-211	2	687	25	712	0.9956395348837209
GT2.hmm	170	KQP59_RS18365	634	2.9e-17	1	145	404	556	0.8470588235294118
GT2.hmm	170	KQP59_RS18405	312	2.9e-34	1	162	5	162	0.9470588235294117
GT2.hmm	170	KQP59_RS18450	330	1.4e-29	1	132	8	139	0.7705882352941177
GT2.hmm	170	KQP59_RS18470	337	1e-34	1	124	11	132	0.7235294117647059
GT2.hmm	170	KQP59_RS18475	680	8.2e-16	1	98	91	189	0.5705882352941176
GT9.hmm	225	KQP59_RS18490	344	4.6e-32	4	217	73	319	0.9466666666666667
GH88.hmm	329	KQP59_RS18565	401	1.5e-128	6	328	70	393	0.9787234042553191
GH2.hmm	752	KQP59_RS18605	1037	8.1e-219	16	751	51	911	0.9773936170212766
PL29.hmm	301	KQP59_RS18665	869	4.7e-104	1	301	345	702	0.9966777408637874
PL8_2.hmm	247	KQP59_RS18685	1026	2.8e-84	1	247	618	862	0.9959514170040485
GH30_3.hmm	417	KQP59_RS18735	497	3.5e-156	4	417	67	492	0.9904076738609112
GH76.hmm	358	KQP59_RS18790	396	1.5e-66	30	330	67	372	0.8379888268156425
GH31_1.hmm	447	KQP59_RS18795	718	4.2e-164	1	447	180	611	0.9977628635346756
GH76.hmm	358	KQP59_RS18820	515	2.2e-62	33	309	163	461	0.770949720670391
GH92.hmm	491	KQP59_RS18825	747	2.5e-165	2	491	240	730	0.9959266802443992
GH97.hmm	631	KQP59_RS18830	651	3.3e-204	6	630	15	649	0.9889064976228209
GH2.hmm	752	KQP59_RS18835	1422	1.7e-231	16	750	54	926	0.976063829787234
CBM32.hmm	124	KQP59_RS18835	1422	2.3e-21	11	122	1149	1270	0.8951612903225806
CBM32.hmm	124	KQP59_RS18835	1422	1.2e-20	15	122	1295	1415	0.8629032258064516
GH2.hmm	752	KQP59_RS18885	593	1.1e-88	25	489	34	585	0.6170212765957447
CE1.hmm	227	KQP59_RS18905	256	2.3e-28	3	208	31	236	0.9030837004405287
CE4.hmm	130	KQP59_RS19130	205	1.1e-23	4	110	21	123	0.8153846153846154
CE20.hmm	249	KQP59_RS19460	478	4.6e-87	3	249	102	361	0.9879518072289156
GH31_18.hmm	242	KQP59_RS19470	1295	4.5e-117	3	242	445	683	0.987603305785124
GH3.hmm	216	KQP59_RS19520	847	2.9e-66	4	215	57	298	0.9768518518518519
GH95.hmm	722	KQP59_RS19550	810	9.3e-247	3	718	27	775	0.9903047091412742
GH36.hmm	688	KQP59_RS19570	719	1.1e-205	2	686	26	700	0.9941860465116279
CE20.hmm	249	KQP59_RS19600	480	1.5e-86	3	249	102	368	0.9879518072289156
GH43_31.hmm	268	KQP59_RS19665	330	5.9e-102	2	265	36	304	0.9813432835820896
GH43.hmm	248	KQP59_RS19715	377	4e-36	8	226	45	343	0.8790322580645161
GH2.hmm	752	KQP59_RS19725	735	2.7e-99	12	412	39	498	0.5319148936170213
GH66.hmm	556	KQP59_RS19750	593	5.6e-195	2	554	46	591	0.9928057553956835
GH31.hmm	427	KQP59_RS19755	835	1.9e-146	1	427	234	684	0.9976580796252927
GH32.hmm	293	KQP59_RS19775	549	1.6e-79	1	291	121	406	0.9897610921501706
GH109.hmm	399	KQP59_RS19940	420	6.9e-164	3	398	18	416	0.9899749373433584
GH110.hmm	548	KQP59_RS19945	616	1.2e-216	1	548	27	582	0.9981751824817519
GH109.hmm	399	KQP59_RS19985	468	4.8e-166	2	398	53	457	0.9924812030075187
GH2.hmm	752	KQP59_RS19995	1125	5.7e-212	18	751	58	961	0.9747340425531915
CE11.hmm	271	KQP59_RS20200	462	4.4e-72	1	220	4	224	0.8081180811808119
GH28.hmm	325	KQP59_RS20295	539	9.8e-84	10	306	87	482	0.9107692307692308
GH43_10.hmm	271	KQP59_RS20305	559	1.9e-107	1	271	39	309	0.996309963099631
CBM91.hmm	200	KQP59_RS20305	559	5.2e-16	4	195	343	554	0.955
GH2.hmm	752	KQP59_RS20325	990	5.2e-64	23	465	21	556	0.5877659574468085
CE4.hmm	130	KQP59_RS20335	593	5.7e-26	10	119	312	431	0.8384615384615385
GH105.hmm	332	KQP59_RS20350	466	6.4e-91	10	332	97	432	0.9698795180722891
PL11_1.hmm	583	KQP59_RS20355	614	1.8e-270	3	573	30	600	0.9777015437392796
GH105.hmm	332	KQP59_RS20360	380	8.4e-92	10	332	61	377	0.9698795180722891
CE12.hmm	210	KQP59_RS20365	545	5.8e-52	2	210	66	285	0.9904761904761905
CE12.hmm	210	KQP59_RS20365	545	7.5e-61	2	210	317	532	0.9904761904761905
PL26.hmm	862	KQP59_RS20370	1099	0	2	858	239	1094	0.9930394431554525
GH28.hmm	325	KQP59_RS20520	517	1e-64	8	296	88	437	0.8861538461538462
GH27.hmm	229	KQP59_RS20530	528	1.2e-65	4	229	133	368	0.982532751091703
GH78.hmm	504	KQP59_RS20535	591	1.1e-99	8	500	93	588	0.9761904761904762
GH2.hmm	752	KQP59_RS20540	962	2.4e-120	34	623	44	724	0.7832446808510638
GH2.hmm	752	KQP59_RS20550	803	4.1e-110	25	635	25	776	0.8111702127659575
PL11_1.hmm	583	KQP59_RS20555	642	1.5e-183	16	573	64	638	0.9554030874785592
GH28.hmm	325	KQP59_RS20560	463	3.9e-69	3	322	73	450	0.9815384615384616
CE4.hmm	130	KQP59_RS20565	323	5.7e-28	6	120	33	159	0.8769230769230769
GH28.hmm	325	KQP59_RS20570	433	4.1e-56	9	310	74	418	0.9261538461538461
GH43_18.hmm	229	KQP59_RS20575	789	4.4e-25	136	229	1	96	0.40611353711790393
GH42.hmm	371	KQP59_RS20575	789	1.5e-122	2	370	135	509	0.9919137466307277
GH2.hmm	752	KQP59_RS20580	959	9.4e-70	27	533	22	699	0.6728723404255319
CE12.hmm	210	KQP59_RS20585	413	8.2e-72	1	209	163	367	0.9904761904761905
GH28.hmm	325	KQP59_RS20600	468	3.5e-63	7	309	48	395	0.9292307692307692
GH29.hmm	346	KQP59_RS20650	606	1.4e-79	39	338	52	372	0.8641618497109826
CBM32.hmm	124	KQP59_RS20670	393	4.9e-17	7	123	258	386	0.9354838709677419
GH28.hmm	325	KQP59_RS20715	529	1.4e-82	7	321	84	489	0.9661538461538461
PL1_2.hmm	183	KQP59_RS20750	524	1.4e-74	1	183	114	305	0.994535519125683
PL1_2.hmm	183	KQP59_RS20755	498	2.8e-76	1	183	92	280	0.994535519125683
CE12.hmm	210	KQP59_RS20780	576	3.9e-76	1	210	26	257	0.9952380952380953
CE8.hmm	288	KQP59_RS20780	576	7.5e-99	2	274	273	545	0.9444444444444444
GH105.hmm	332	KQP59_RS20790	400	2.5e-121	6	332	52	396	0.9819277108433735
CE20.hmm	249	KQP59_RS20875	663	3.8e-42	3	118	102	225	0.46184738955823296
CE20.hmm	249	KQP59_RS20875	663	9.6e-51	120	248	415	544	0.5140562248995983
CE1.hmm	227	KQP59_RS20945	289	1.4e-57	1	223	33	281	0.9779735682819384
CBM67.hmm	176	KQP59_RS20950	893	4.7e-16	16	170	164	327	0.875
GH78.hmm	504	KQP59_RS20950	893	8.5e-124	1	502	351	855	0.9940476190476191
GH38.hmm	269	KQP59_RS20970	850	3.1e-31	2	251	12	266	0.9256505576208178
GH2.hmm	752	KQP59_RS21085	1343	8.1e-210	20	751	68	1004	0.9720744680851063
CBM32.hmm	124	KQP59_RS21085	1343	7.1e-27	9	123	1212	1338	0.9193548387096774
GH23.hmm	135	KQP59_RS21200	432	3e-22	3	119	129	261	0.8592592592592593
GH92.hmm	491	KQP59_RS21240	762	4.3e-190	4	491	244	751	0.9918533604887984
GH92.hmm	491	KQP59_RS21245	757	1.5e-183	2	491	230	737	0.9959266802443992
GT4.hmm	160	KQP59_RS21455	388	1.9e-33	9	159	207	356	0.9375
GH2.hmm	752	KQP59_RS21625	683	2.5e-103	26	496	27	594	0.625
GH97.hmm	631	KQP59_RS21995	672	5e-234	4	630	13	666	0.9920760697305864
CE9.hmm	373	KQP59_RS22030	391	2e-104	1	373	5	378	0.9973190348525469
CE9.hmm	373	KQP59_RS22035	389	6.5e-110	1	373	5	378	0.9973190348525469
CBM62.hmm	131	KQP59_RS22135	671	2.3e-23	34	131	436	535	0.7404580152671756
CBM62.hmm	131	KQP59_RS22135	671	4.3e-17	2	62	542	602	0.4580152671755725
GT4.hmm	160	KQP59_RS22445	387	4.9e-19	8	158	215	356	0.9375
CE1.hmm	227	KQP59_RS22550	700	1.1e-17	5	218	446	688	0.9383259911894273
GH20.hmm	337	KQP59_RS22935	768	6.4e-113	8	336	153	509	0.973293768545994
GH18.hmm	296	KQP59_RS23225	307	6.3e-17	27	172	66	249	0.48986486486486486
GT35.hmm	674	KQP59_RS23265	855	2.3e-113	208	637	270	716	0.6364985163204748
GT3.hmm	637	KQP59_RS23270	554	6.9e-127	1	346	13	347	0.5416012558869702
GT105.hmm	131	KQP59_RS23350	434	3.6e-23	3	125	83	217	0.9312977099236641
GT2.hmm	170	KQP59_RS23370	311	1.5e-29	1	164	9	167	0.9588235294117647
GH97.hmm	631	KQP59_RS23380	663	1.2e-208	4	630	11	661	0.9920760697305864
GH3.hmm	216	KQP59_RS23385	760	6.1e-67	3	216	98	319	0.9861111111111112
GH43_17.hmm	266	KQP59_RS23390	328	1.9e-96	1	265	49	306	0.9924812030075187
GH92.hmm	491	KQP59_RS23415	731	1e-186	5	487	241	729	0.9816700610997964
GH76.hmm	358	KQP59_RS23445	409	1.5e-83	2	346	47	395	0.9608938547486033
GH92.hmm	491	KQP59_RS24375	1043	4.6e-141	2	491	526	1035	0.9959266802443992
GH43_24.hmm	246	KQP59_RS24380	346	4.3e-101	2	246	52	309	0.991869918699187
GH38.hmm	269	KQP59_RS24385	1142	3.9e-20	1	258	297	568	0.9553903345724907
GH171.hmm	355	KQP59_RS24475	388	4.7e-117	1	355	44	387	0.9971830985915493
GH77.hmm	494	KQP59_RS24520	894	3.9e-155	1	490	240	885	0.9898785425101214
GT2.hmm	170	KQP59_RS24545	343	2.9e-24	1	132	4	131	0.7705882352941177
GH109.hmm	399	KQP59_RS24580	492	6.6e-17	3	163	38	189	0.40100250626566414
GH29.hmm	346	KQP59_RS24765	485	1.3e-73	41	326	35	330	0.8236994219653179
CBM32.hmm	124	KQP59_RS24775	324	5.4e-18	5	123	187	317	0.9516129032258065
GH92.hmm	491	KQP59_RS24805	759	1.3e-181	3	491	236	741	0.9938900203665988
PL10_1.hmm	288	KQP59_RS25040	365	1.3e-120	1	287	61	349	0.9930555555555556
GH28.hmm	325	KQP59_RS25325	1098	6.7e-28	66	306	193	440	0.7384615384615385
GH31_19.hmm	387	KQP68_RS22290	529	3.1e-178	1	386	139	525	0.9948320413436692
GT2.hmm	170	KQP72_RS05900	305	1.4e-27	1	148	9	150	0.8647058823529412
GH2.hmm	752	KQP72_RS20680	1077	2.3e-206	14	750	52	946	0.9787234042553191
GH73.hmm	128	KQP74_RS15920	171	2e-21	6	125	11	160	0.9296875
GT2.hmm	170	KQP77_RS00420	322	1.4e-16	1	107	5	111	0.6235294117647059
GH43_31.hmm	268	KQP77_RS24500	458	3e-104	2	267	172	437	0.9888059701492538
GT2.hmm	170	KS004_RS27550	146	1.2e-24	8	126	10	130	0.6941176470588235
GT4.hmm	160	KSU82_RS04535	385	8.4e-28	6	154	200	346	0.925
GH92.hmm	491	KSU82_RS11585	1047	1.7e-143	3	491	522	1040	0.9938900203665988
GT4.hmm	160	KSU82_RS21250	363	4.5e-22	10	157	190	330	0.91875
GT4.hmm	160	KSU82_RS21255	358	7.2e-33	12	160	187	333	0.925
GT2.hmm	170	KSU82_RS21265	331	6.4e-24	1	130	6	138	0.7588235294117647
GT4.hmm	160	KSY95_RS19800	384	2e-27	7	155	201	345	0.925
GT2.hmm	170	KSY95_RS19805	261	3.1e-32	1	166	4	160	0.9705882352941176
GT4.hmm	160	KSY95_RS19815	367	6.6e-23	4	115	187	296	0.69375
CE14.hmm	124	KSY95_RS19855	226	7.4e-16	1	124	5	117	0.9919354838709677
GT2.hmm	170	KSY95_RS22600	343	8.3e-29	1	103	11	111	0.6
GH89.hmm	663	KSY95_RS23280	734	1.2e-241	2	661	63	721	0.9939668174962293
CE14.hmm	124	KSZ66_RS08325	226	1.4e-17	1	124	5	117	0.9919354838709677
GT4.hmm	160	KSZ66_RS08345	387	9.5e-29	8	157	202	349	0.93125
GT2.hmm	170	KSZ66_RS08365	320	2.7e-29	1	116	4	117	0.6764705882352942
CE4.hmm	130	KSZ66_RS08380	265	5.1e-22	5	118	77	197	0.8692307692307693
CE6.hmm	99	KSZ66_RS17865	273	8.7e-27	1	99	91	183	0.98989898989899
GT4.hmm	160	KSZ81_RS17500	174	1.7e-19	22	148	13	132	0.7875
GT2.hmm	170	KTG56_RS11125	260	5.8e-28	1	115	8	121	0.6705882352941176
GT4.hmm	160	KTG56_RS11145	405	1.9e-20	6	152	226	373	0.9125
GH43_18.hmm	229	KTG56_RS15250	994	8.8e-89	2	229	67	301	0.9912663755458515
GH42.hmm	371	KTG56_RS15250	994	2.6e-122	2	370	340	714	0.9919137466307277
PL9_1.hmm	375	KTG56_RS15420	444	5e-116	4	374	20	423	0.9866666666666667
GH92.hmm	491	L0P38_RS07980	745	2.7e-194	4	491	238	732	0.9918533604887984
GH5_7.hmm	289	L0P38_RS10040	394	2.3e-93	2	289	30	342	0.9930795847750865
GH28.hmm	325	L0P38_RS10045	488	5.3e-58	6	320	46	412	0.9661538461538461
GH26.hmm	303	L0P38_RS10050	1070	6.5e-61	1	255	727	1004	0.8382838283828383
GH28.hmm	325	L0P38_RS10070	868	3.4e-68	8	323	135	487	0.9692307692307692
GH26.hmm	303	L0P38_RS10070	868	3.3e-64	1	276	523	827	0.9075907590759076
GH130_1.hmm	313	L0P38_RS10075	388	1e-169	1	313	50	358	0.9968051118210862
GT4.hmm	160	L0P38_RS17990	281	1.8e-19	7	155	95	236	0.925
GT4.hmm	160	L0P38_RS22360	366	3.1e-22	7	146	189	325	0.86875
GT4.hmm	160	L0P38_RS22380	376	1.8e-17	5	156	185	346	0.94375
GT2.hmm	170	L0P38_RS22410	305	1.8e-19	1	167	5	170	0.9764705882352941
GT4.hmm	160	L0P38_RS22420	363	4.5e-28	4	151	187	332	0.91875
GT11.hmm	276	L0P38_RS22435	299	8.6e-58	1	275	1	297	0.9927536231884058
GT2.hmm	170	L0P38_RS22480	270	3.1e-25	6	159	9	158	0.9
GT4.hmm	160	L0P38_RS22485	366	8.6e-30	6	157	190	334	0.94375
GT4.hmm	160	L0P38_RS22490	329	4.5e-18	4	157	157	299	0.95625
GT4.hmm	160	L0P67_RS25335	364	8.2e-17	10	147	178	322	0.85625
CBM62.hmm	131	L5B68_RS17670	600	5.3e-17	44	130	378	467	0.6564885496183206
GH2.hmm	752	LI035_RS22855	867	3.2e-108	20	583	24	776	0.7486702127659575
GH108.hmm	86	LI279_RS06835	192	2e-21	3	86	9	99	0.9651162790697675
GH97.hmm	631	LI279_RS07290	714	5e-257	3	630	8	697	0.993660855784469
GH31_15.hmm	426	LI279_RS07295	780	2.1e-161	1	426	213	647	0.9976525821596244
GH27.hmm	229	LI279_RS07300	493	1.7e-31	13	228	183	470	0.9388646288209607
GH73.hmm	128	LI279_RS14875	527	7.8e-32	2	128	12	144	0.984375
GT4.hmm	160	LI279_RS17945	377	1e-25	4	150	197	344	0.9125
GT2.hmm	170	LI279_RS17950	335	3e-29	1	167	11	180	0.9764705882352941
GT8.hmm	257	LI279_RS17960	315	3.3e-58	31	255	3	249	0.8715953307392996
CE4.hmm	130	LI279_RS17980	264	6.5e-22	3	119	41	205	0.8923076923076924
GT4.hmm	160	LI279_RS18000	353	3.1e-32	9	159	173	322	0.9375
GT26.hmm	171	LI279_RS18025	233	2.2e-51	5	171	52	217	0.9707602339181286
GT2.hmm	170	LI279_RS19855	262	9.4e-21	1	95	5	95	0.5529411764705883
GT2.hmm	170	LI279_RS19860	322	1.6e-30	1	130	7	137	0.7588235294117647
GH16_3.hmm	230	LI279_RS21420	632	2.4e-21	34	230	360	609	0.8521739130434782
GT4.hmm	160	LI279_RS22585	378	1.6e-32	7	154	204	350	0.91875
GT2.hmm	170	LI279_RS22595	297	6.5e-21	1	132	4	131	0.7705882352941177
GT2.hmm	170	LI308_RS28475	84	1.7e-18	38	113	1	75	0.4411764705882353
GT4.hmm	160	NCZ39_RS08525	372	3.8e-22	5	159	183	346	0.9625
GT4.hmm	160	NCZ39_RS08550	370	4.2e-23	10	156	193	336	0.9125
GH106.hmm	824	NCZ39_RS25440	1034	4.4e-66	2	682	53	782	0.8252427184466019
AA6.hmm	195	NE467_RS24875	72	1.8e-33	68	140	1	72	0.36923076923076925
GT4.hmm	160	NXU88_RS04450	413	3.2e-21	5	139	226	357	0.8375
GH95.hmm	722	NXU88_RS05415	834	8.8e-275	13	717	72	810	0.9750692520775623
CBM67.hmm	176	NXU88_RS08380	776	7.3e-34	2	176	29	211	0.9886363636363636
GH78.hmm	504	NXU88_RS08380	776	1.8e-75	49	502	273	719	0.8988095238095238
GH30_2.hmm	417	NXU88_RS11850	496	2.3e-177	2	416	56	492	0.9928057553956835
GH43_10.hmm	271	NXU88_RS11900	526	2.4e-77	2	271	41	308	0.992619926199262
CBM91.hmm	200	NXU88_RS11900	526	4.4e-24	3	196	338	524	0.965
GH51_2.hmm	435	NXU88_RS11910	646	5.7e-178	2	434	190	642	0.993103448275862
CBM67.hmm	176	NXU88_RS11915	1166	1.6e-29	12	169	356	529	0.8920454545454546
GH78.hmm	504	NXU88_RS11915	1166	6.9e-154	1	503	572	1118	0.996031746031746
GT4.hmm	160	NXU88_RS17280	349	6.4e-18	4	153	161	314	0.93125
GT4.hmm	160	NXU88_RS17310	387	5.2e-20	8	158	207	354	0.9375
GT2.hmm	170	NXV24_RS19505	168	8e-26	1	113	5	114	0.6588235294117647
GH16_3.hmm	230	NXV50_RS07725	370	3.2e-72	1	230	136	364	0.9956521739130435
GH26.hmm	303	NXV61_RS10040	397	8.6e-59	1	281	44	350	0.9240924092409241
GH51_2.hmm	435	NXV61_RS14310	846	5e-152	2	435	239	841	0.9954022988505747
GH30_2.hmm	417	NXV61_RS14315	476	1.1e-173	2	417	53	474	0.9952038369304557
GT4.hmm	160	NXV61_RS24830	340	4.8e-20	21	154	181	307	0.83125
GT4.hmm	160	NXV79_RS14020	392	7.3e-23	7	134	221	346	0.79375
GT2.hmm	170	NXW07_RS17420	626	7.2e-30	1	142	15	149	0.8294117647058824
GH92.hmm	491	NXW11_RS05895	760	4.3e-161	13	491	225	738	0.9735234215885947
GH130_3.hmm	311	NXW11_RS05930	372	2.3e-132	2	310	52	363	0.9903536977491961
GT4.hmm	160	NXW15_RS04090	399	3.6e-20	4	150	214	362	0.9125
CE1.hmm	227	NXW18_RS01105	340	6.8e-29	8	221	89	333	0.9383259911894273
GT70.hmm	368	NXW18_RS15295	393	2.6e-23	3	239	6	258	0.6413043478260869
GT4.hmm	160	NXW18_RS15300	358	3.9e-33	4	157	172	328	0.95625
GT4.hmm	160	NXW18_RS15315	332	3.2e-24	5	150	149	297	0.90625
GT4.hmm	160	NXW18_RS17365	382	4.8e-20	7	155	207	353	0.925
GH13_8.hmm	293	NXW18_RS17495	677	9.6e-147	1	293	220	511	0.9965870307167235
GT4.hmm	160	NXW18_RS19255	382	2.9e-37	9	159	203	352	0.9375
GT4.hmm	160	NXW18_RS19265	388	2.2e-32	6	160	206	358	0.9625
GT101.hmm	224	NXW18_RS19270	304	5e-91	1	224	57	280	0.9955357142857143
GT4.hmm	160	NXW18_RS19275	382	5.7e-37	10	160	204	353	0.9375
GH73.hmm	128	NXW42_RS00185	504	7.7e-32	4	128	14	144	0.96875
GT2.hmm	170	NXW42_RS13820	329	9.1e-39	1	169	8	171	0.9882352941176471
GT4.hmm	160	NXW47_RS15710	369	6.9e-24	7	140	193	320	0.83125
GT2.hmm	170	NXW47_RS15715	272	1.6e-24	1	168	5	168	0.9823529411764705
CE4.hmm	130	NXW47_RS15720	255	1.2e-22	7	123	56	178	0.8923076923076924
GT4.hmm	160	NXW65_RS14740	387	9.7e-25	6	155	206	352	0.93125
GH27.hmm	229	NXW82_RS06050	517	6e-77	3	215	223	462	0.925764192139738
GT4.hmm	160	NXW82_RS13780	370	3.2e-26	12	153	192	334	0.88125
GT4.hmm	160	NXW82_RS15450	367	5.4e-40	7	159	183	335	0.95
GT4.hmm	160	NXW82_RS16655	358	4.6e-23	11	157	185	328	0.9125
GH177.hmm	347	NXW82_RS26990	346	5.5e-30	2	299	4	275	0.8559077809798271
GT2.hmm	170	NXW86_RS08600	309	1.8e-32	1	129	11	137	0.7529411764705882
GT2.hmm	170	NXW86_RS08605	328	2.7e-28	1	103	8	108	0.6
GT32.hmm	90	NXW86_RS08615	302	2.5e-17	6	87	50	129	0.9
GT2.hmm	170	NXW86_RS08620	236	1.7e-19	1	147	5	145	0.8588235294117647
GT8.hmm	257	NXW86_RS08625	313	1.3e-44	30	254	6	251	0.8715953307392996
GT14.hmm	250	NXW86_RS08635	286	9.7e-38	2	224	6	230	0.888
GT14.hmm	250	NXW86_RS08645	94	2.9e-20	2	96	4	92	0.376
GT2.hmm	170	NXW86_RS24275	279	1.6e-21	1	165	5	165	0.9647058823529412
GH110.hmm	548	NXX00_RS04955	581	5.4e-196	7	548	33	571	0.9872262773722628
GH97.hmm	631	NXX05_RS04670	669	1.3e-176	3	630	15	664	0.993660855784469
GH20.hmm	337	NXX05_RS22570	546	3.2e-126	7	334	155	509	0.9703264094955489
GH3.hmm	216	NXX05_RS22575	775	2.1e-66	5	215	112	339	0.9722222222222222
GH28.hmm	325	NXX05_RS22580	507	1.8e-44	63	307	203	484	0.7507692307692307
GH20.hmm	337	NXX05_RS22585	627	8.3e-112	8	336	126	497	0.973293768545994
GH28.hmm	325	NXX05_RS22590	776	1.5e-38	64	306	473	754	0.7446153846153846
PL1_2.hmm	183	NXX21_RS09065	214	2.1e-27	1	80	68	151	0.43169398907103823
CE1.hmm	227	NXX22_RS00475	181	5e-26	87	222	9	178	0.5947136563876652
GH73.hmm	128	NXX22_RS00555	535	4.6e-29	2	127	12	143	0.9765625
GT2.hmm	170	NXX31_RS03500	264	7.3e-26	1	131	4	134	0.7647058823529411
GT4.hmm	160	NXX31_RS03510	380	5.9e-21	9	155	189	334	0.9125
GT4.hmm	160	NXX31_RS03520	375	1.4e-19	4	151	196	341	0.91875
GT2.hmm	170	NXX31_RS03530	333	1.2e-33	1	127	10	133	0.7411764705882353
GT2.hmm	170	NXX31_RS03535	316	6.2e-34	1	156	6	159	0.9117647058823529
GT4.hmm	160	NXX31_RS16200	378	4.7e-20	10	123	202	315	0.70625
GT4.hmm	160	NXX31_RS16205	370	3.8e-35	6	159	184	335	0.95625
GT32.hmm	90	NXX31_RS16215	317	6.6e-16	6	85	98	172	0.8777777777777778
GT2.hmm	170	NXX31_RS16220	308	2.4e-34	1	155	3	151	0.9058823529411765
GT4.hmm	160	NXX31_RS16230	385	1.1e-19	8	146	208	344	0.8625
GT4.hmm	160	NXX31_RS16235	387	1.6e-22	9	155	213	352	0.9125
GT26.hmm	171	NXX31_RS16255	251	1e-32	3	171	54	223	0.9824561403508771
GT4.hmm	160	NXX32_RS03415	390	4.7e-34	5	158	187	341	0.95625
GT4.hmm	160	NXX32_RS03425	378	2.5e-37	9	160	198	348	0.94375
PL9.hmm	374	NXX32_RS09825	532	9e-105	9	370	20	436	0.9652406417112299
CE12.hmm	210	NXX32_RS09880	427	2.9e-68	1	209	176	380	0.9904761904761905
GT4.hmm	160	NXX32_RS10370	413	1.5e-16	12	156	225	376	0.9
GH57.hmm	383	NXX32_RS10460	484	5.9e-52	12	314	20	327	0.7885117493472585
CE4.hmm	130	NXX32_RS12190	588	3.4e-24	10	124	425	553	0.8769230769230769
GH97.hmm	631	NXX32_RS14020	651	1.6e-195	3	627	9	643	0.9889064976228209
GT4.hmm	160	NXX32_RS17880	369	4.1e-27	7	153	190	333	0.9125
CE4.hmm	130	NXX32_RS17930	264	2.5e-20	6	122	101	225	0.8923076923076924
GT2.hmm	170	NXX32_RS20885	251	1.5e-35	1	129	7	133	0.7529411764705882
GT4.hmm	160	NXX32_RS23610	384	4.6e-29	8	159	206	355	0.94375
GT4.hmm	160	NXX32_RS23620	385	1e-38	13	160	208	354	0.91875
GT2.hmm	170	NXX32_RS23625	284	9.1e-22	1	112	42	147	0.6529411764705882
GT2.hmm	170	NXX32_RS24260	269	9.3e-25	12	166	17	167	0.9058823529411765
GT4.hmm	160	NXX32_RS24265	367	1.7e-21	6	153	175	326	0.91875
GT4.hmm	160	NXX32_RS24275	360	5e-34	9	158	177	329	0.93125
GH33.hmm	342	NXX51_RS13835	1650	6.1e-47	20	330	1014	1373	0.9064327485380117
GH20.hmm	337	NXX51_RS13840	959	1.4e-57	9	335	149	423	0.9673590504451038
GT2.hmm	230	NXX57_RS13250	441	5.1e-27	12	228	84	296	0.9391304347826087
GT4.hmm	160	NXX57_RS20330	395	7.4e-28	8	159	213	363	0.94375
GT4.hmm	160	NXX57_RS20340	375	5.8e-32	10	159	197	346	0.93125
GT2.hmm	170	NXX57_RS20345	264	2e-27	1	165	2	163	0.9647058823529412
GT4.hmm	160	NXX57_RS20370	354	2.2e-24	4	154	186	325	0.9375
GT4.hmm	160	NXX57_RS20390	365	1.6e-29	6	158	187	335	0.95
GT2.hmm	170	NXX62_RS24690	233	3.3e-27	20	127	1	107	0.6294117647058823
GT4.hmm	160	NXX62_RS24700	338	3.2e-28	3	157	154	309	0.9625
GT4.hmm	160	NXX62_RS24705	156	1.4e-22	43	157	3	123	0.7125
GT32.hmm	90	NXX62_RS24725	249	1.4e-24	3	86	20	94	0.9222222222222223
GH43_8.hmm	281	NXX94_RS09580	517	7.1e-126	1	281	27	303	0.99644128113879
GH163.hmm	251	NXY13_RS17600	742	2.7e-109	1	251	197	451	0.9960159362549801
GT4.hmm	160	NXY23_RS10005	367	1.4e-16	10	117	198	305	0.66875
GT4.hmm	160	NXY23_RS10030	352	4.7e-26	7	156	189	336	0.93125
